"","customerID","tenure","PhoneService","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn","gender","SeniorCitizen","Partner","Dependents","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies"
"1202","6789-HJBWG",12,"Yes","Month-to-month","Yes","Electronic check",49.4,611.65,"No","Female",0,"No","No","No","DSL","No","Yes","No","No","No","No"
"1203","3927-NLNRY",53,"Yes","One year","Yes","Bank transfer (automatic)",94.25,4867.95,"Yes","Male",0,"Yes","No","No","Fiber optic","No","Yes","No","No","Yes","Yes"
"1204","9087-EYCPR",60,"Yes","Two year","No","Mailed check",25,1505.05,"No","Female",0,"No","No","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1205","6791-YBNAK",18,"No","Month-to-month","No","Credit card (automatic)",25.55,467.85,"No","Male",0,"Yes","Yes","No phone service","DSL","No","No","No","No","No","No"
"1206","6358-LYNGM",1,"Yes","Month-to-month","Yes","Electronic check",74.9,74.9,"Yes","Male",0,"No","No","Yes","Fiber optic","No","No","No","No","No","No"
"1207","6077-BDPXA",3,"Yes","Month-to-month","Yes","Electronic check",70.15,194.2,"No","Female",0,"No","No","No","Fiber optic","No","No","No","No","No","No"
"1208","0013-MHZWF",9,"Yes","Month-to-month","Yes","Credit card (automatic)",69.4,571.45,"No","Female",0,"No","Yes","No","DSL","No","No","No","Yes","Yes","Yes"
"1209","5494-HECPR",1,"Yes","Month-to-month","Yes","Electronic check",80.25,80.25,"Yes","Female",0,"No","No","No","Fiber optic","No","No","No","No","Yes","No"
"1210","8268-YDIXR",56,"Yes","One year","Yes","Electronic check",93.15,5253.95,"No","Male",0,"Yes","No","Yes","Fiber optic","Yes","Yes","Yes","No","No","No"
"1211","9824-BEMCV",17,"Yes","Month-to-month","Yes","Electronic check",69,1149.65,"Yes","Male",0,"Yes","Yes","No","Fiber optic","No","No","No","No","No","No"
"1212","1373-ORVIZ",11,"Yes","Month-to-month","Yes","Electronic check",66.35,740.8,"Yes","Female",0,"Yes","Yes","Yes","DSL","No","No","No","Yes","No","Yes"
"1213","4291-SHSBH",7,"Yes","Month-to-month","Yes","Electronic check",69.55,521.35,"No","Male",0,"No","No","No","Fiber optic","No","No","No","No","No","No"
"1214","6980-IMXXE",69,"Yes","Two year","No","Bank transfer (automatic)",20.2,1412.65,"No","Female",0,"Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1215","9866-QEVEE",19,"Yes","Month-to-month","Yes","Bank transfer (automatic)",86,1532.45,"Yes","Male",0,"No","No","Yes","Fiber optic","No","No","No","No","No","Yes"
"1216","9897-KXHCM",3,"Yes","Month-to-month","Yes","Electronic check",80.3,250.05,"Yes","Female",0,"Yes","Yes","No","Fiber optic","No","No","No","No","No","Yes"
"1217","0040-HALCW",54,"Yes","Two year","No","Credit card (automatic)",20.4,1090.6,"No","Male",0,"Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1218","0784-GTUUK",62,"Yes","One year","Yes","Credit card (automatic)",23.75,1446.8,"No","Male",0,"Yes","No","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1219","7979-CORPM",24,"Yes","Month-to-month","Yes","Credit card (automatic)",90.55,2282.55,"Yes","Male",0,"No","No","Yes","Fiber optic","No","Yes","No","No","Yes","No"
"1220","2294-DMMUS",62,"Yes","Month-to-month","Yes","Credit card (automatic)",70.45,4300.45,"No","Female",0,"Yes","Yes","Yes","DSL","No","No","No","No","Yes","Yes"
"1221","0872-JCPIB",17,"Yes","Month-to-month","No","Bank transfer (automatic)",65.75,1111.2,"No","Male",0,"No","No","Yes","DSL","Yes","No","No","No","No","Yes"
"1222","3055-MJDSB",9,"No","Month-to-month","Yes","Mailed check",24.6,190.1,"No","Male",0,"No","No","No phone service","DSL","No","No","No","No","No","No"
"1223","9091-WTUUY",64,"Yes","Two year","No","Mailed check",69.25,4447.75,"No","Male",0,"Yes","Yes","No","DSL","Yes","No","Yes","Yes","Yes","No"
"1224","1618-CFHME",2,"Yes","Month-to-month","Yes","Electronic check",75.9,143.35,"Yes","Female",0,"No","No","Yes","Fiber optic","No","No","No","No","No","No"
"1225","3165-HDOEW",1,"Yes","Month-to-month","Yes","Mailed check",45.85,45.85,"Yes","Male",0,"Yes","Yes","No","DSL","No","No","No","No","No","No"
"1226","6581-NQCBA",16,"No","Month-to-month","Yes","Electronic check",49.95,810.2,"Yes","Female",0,"Yes","No","No phone service","DSL","No","No","No","Yes","Yes","Yes"
"1227","7115-IRDHS",72,"Yes","Two year","No","Bank transfer (automatic)",24.65,1830.05,"No","Female",0,"Yes","No","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1228","8496-DMZUK",30,"Yes","One year","No","Bank transfer (automatic)",90.4,2820.65,"No","Male",0,"No","No","Yes","Fiber optic","Yes","Yes","Yes","No","No","No"
"1229","2040-VZIKE",49,"Yes","Month-to-month","Yes","Mailed check",100.85,4847.35,"No","Female",0,"Yes","No","Yes","Fiber optic","Yes","No","No","No","Yes","Yes"
"1230","9068-VPWQQ",61,"Yes","Two year","No","Credit card (automatic)",75.35,4729.3,"No","Male",0,"Yes","No","Yes","DSL","Yes","No","Yes","Yes","No","Yes"
"1231","0178-SZBHO",47,"Yes","Month-to-month","No","Electronic check",87.2,4017.45,"No","Male",0,"Yes","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No"
"1232","0384-RVBPI",20,"Yes","Month-to-month","No","Credit card (automatic)",64.4,1398.6,"No","Male",0,"No","No","No","DSL","Yes","No","Yes","No","No","Yes"
"1233","1689-MRZQR",34,"Yes","Month-to-month","No","Electronic check",78.3,2564.3,"Yes","Male",0,"Yes","Yes","No","Fiber optic","No","No","No","No","Yes","No"
"1234","1299-AURJA",70,"Yes","Two year","No","Bank transfer (automatic)",24.7,1685.9,"No","Female",0,"Yes","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1235","4525-VZCZG",54,"Yes","One year","Yes","Electronic check",105.85,5826.65,"No","Male",0,"No","Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes"
"1236","1543-LLLFT",61,"Yes","One year","Yes","Mailed check",98.3,6066.55,"No","Male",1,"Yes","No","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","No"
"1237","5835-BEQEU",3,"Yes","Month-to-month","Yes","Electronic check",76.95,228.4,"Yes","Male",0,"No","No","Yes","Fiber optic","No","No","No","No","No","No"
"1238","2788-CJQAQ",13,"Yes","One year","No","Mailed check",19.45,270.2,"No","Male",0,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1239","5565-FILXA",16,"Yes","Month-to-month","Yes","Electronic check",96.15,1529.2,"Yes","Female",1,"No","No","Yes","Fiber optic","No","No","No","No","Yes","Yes"
"1240","0319-QZTCO",3,"Yes","Month-to-month","Yes","Credit card (automatic)",58.7,168.6,"No","Female",0,"Yes","Yes","No","DSL","No","Yes","No","No","Yes","No"
"1241","2120-SMPEX",25,"Yes","Month-to-month","Yes","Mailed check",20.15,536.35,"No","Male",0,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1242","0096-FCPUF",30,"Yes","Month-to-month","Yes","Mailed check",64.5,1888.45,"No","Male",0,"No","No","Yes","DSL","Yes","No","No","No","No","Yes"
"1243","0668-OGMHD",21,"No","Month-to-month","No","Electronic check",28.5,629.35,"No","Female",0,"Yes","No","No phone service","DSL","Yes","No","No","No","No","No"
"1244","5552-ZNFSJ",1,"Yes","Month-to-month","No","Electronic check",45.3,45.3,"Yes","Male",0,"No","No","No","DSL","No","No","No","No","No","No"
"1245","2223-KAGMX",15,"Yes","Month-to-month","No","Bank transfer (automatic)",19.4,289.3,"Yes","Female",0,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1246","6507-ZJSUR",23,"Yes","Month-to-month","Yes","Electronic check",90.45,2117.25,"No","Male",1,"Yes","No","No","Fiber optic","No","No","No","No","Yes","Yes"
"1247","9408-HRXRK",45,"Yes","Month-to-month","Yes","Electronic check",105.15,4730.9,"No","Female",0,"Yes","Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes"
"1248","5593-SUAOO",24,"Yes","One year","No","Bank transfer (automatic)",83.15,2033.05,"No","Female",0,"Yes","Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No"
"1249","7321-PKUYW",11,"Yes","Month-to-month","No","Electronic check",90.15,987.95,"Yes","Female",0,"No","No","Yes","Fiber optic","No","No","No","Yes","Yes","No"
"1250","2833-SLKDQ",1,"Yes","Month-to-month","No","Mailed check",45.05,45.05,"Yes","Male",0,"No","No","No","DSL","No","No","No","No","No","No"
"1251","6766-HFKLA",56,"Yes","Two year","No","Bank transfer (automatic)",103.2,5744.35,"No","Female",0,"Yes","No","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes"
"1252","7595-EUIVN",1,"Yes","Month-to-month","No","Electronic check",75.8,75.8,"Yes","Female",0,"No","No","No","Fiber optic","No","Yes","No","No","No","No"
"1253","7617-EYGLW",1,"Yes","Month-to-month","No","Electronic check",19.45,19.45,"No","Male",0,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1254","2026-TGDHM",7,"Yes","Month-to-month","Yes","Electronic check",79.3,523.15,"Yes","Female",0,"No","No","No","Fiber optic","No","No","No","No","No","Yes"
"1255","9220-ZNKJI",55,"Yes","Two year","No","Credit card (automatic)",88.8,4805.3,"No","Female",1,"Yes","No","No","Fiber optic","No","No","Yes","Yes","Yes","No"
"1256","4030-VPZBD",2,"No","Month-to-month","Yes","Electronic check",30.9,59.05,"Yes","Female",0,"No","No","No phone service","DSL","No","No","No","Yes","No","No"
"1257","2226-ICFDO",72,"Yes","Two year","Yes","Credit card (automatic)",85.9,6110.75,"No","Female",0,"Yes","Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes"
"1258","0723-VSOBE",45,"No","One year","No","Electronic check",34.2,1596.6,"No","Female",1,"No","No","No phone service","DSL","No","No","No","No","No","Yes"
"1259","5529-GIBVH",47,"Yes","Two year","No","Mailed check",20.15,1046.2,"No","Female",0,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1260","4187-CINZD",46,"Yes","One year","No","Credit card (automatic)",95.25,4424.2,"Yes","Female",1,"No","No","No","Fiber optic","No","Yes","No","No","Yes","Yes"
"1261","9992-UJOEL",2,"Yes","Month-to-month","Yes","Mailed check",50.3,92.75,"No","Male",0,"No","No","No","DSL","No","Yes","No","No","No","No"
"1262","4741-WWJQZ",2,"Yes","Month-to-month","Yes","Electronic check",80.15,194.55,"No","Female",0,"Yes","No","No","Fiber optic","Yes","No","No","Yes","No","No"
"1263","6625-UTXEW",12,"Yes","Month-to-month","Yes","Electronic check",51.25,612.1,"No","Female",0,"Yes","No","No","DSL","No","Yes","No","No","No","No"
"1264","6818-WOBHJ",68,"Yes","Month-to-month","Yes","Bank transfer (automatic)",89.6,6127.6,"Yes","Female",1,"Yes","No","Yes","Fiber optic","No","Yes","No","No","No","Yes"
"1265","6244-BESBM",69,"Yes","Two year","Yes","Credit card (automatic)",95.2,6671.7,"No","Male",0,"Yes","Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes"
"1266","1004-NOZNR",56,"Yes","One year","No","Credit card (automatic)",94.8,5264.3,"No","Male",1,"No","Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes"
"1267","1251-STYSZ",4,"Yes","Month-to-month","Yes","Electronic check",80.25,303.7,"No","Female",1,"No","No","Yes","Fiber optic","Yes","No","No","No","No","No"
"1268","2612-PHGOX",64,"Yes","Two year","Yes","Bank transfer (automatic)",76.1,4818.8,"No","Male",0,"Yes","No","Yes","DSL","No","Yes","Yes","Yes","Yes","No"
"1269","2408-TZMJL",59,"Yes","One year","Yes","Electronic check",110.15,6448.05,"Yes","Male",0,"Yes","No","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes"
"1270","8480-PPONV",62,"Yes","Two year","No","Bank transfer (automatic)",115.55,7159.05,"No","Male",0,"Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"1271","8780-IHCRN",63,"Yes","Two year","No","Credit card (automatic)",24.65,1574.5,"No","Male",0,"Yes","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1272","4598-ZADCK",53,"No","One year","Yes","Electronic check",53.6,2879.2,"No","Female",0,"No","No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","No"
"1273","1257-SXUXQ",5,"Yes","Month-to-month","No","Mailed check",19.45,86.05,"No","Male",0,"Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1274","9681-KYGYB",49,"Yes","Month-to-month","Yes","Electronic check",88.2,4159.45,"No","Male",1,"Yes","No","Yes","Fiber optic","Yes","Yes","Yes","No","No","No"
"1275","7182-OVLBJ",62,"Yes","Two year","Yes","Bank transfer (automatic)",101.15,6638.35,"No","Female",0,"Yes","Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes"
"1276","5095-ETBRJ",55,"Yes","Two year","No","Mailed check",56.8,3112.05,"No","Female",0,"Yes","No","No","DSL","Yes","Yes","No","Yes","No","No"
"1277","7005-CYUIL",71,"Yes","Two year","Yes","Electronic check",99.4,7168.25,"No","Female",1,"Yes","No","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","No"
"1278","4821-WQOYN",72,"Yes","Two year","Yes","Credit card (automatic)",20.1,1326.25,"No","Female",0,"Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1279","4730-AWNAU",36,"No","One year","No","Credit card (automatic)",60.7,2234.55,"No","Male",0,"Yes","Yes","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes"
"1280","3452-FLHYD",25,"Yes","One year","Yes","Bank transfer (automatic)",20.95,495.15,"No","Male",0,"Yes","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1281","2388-LAESQ",72,"Yes","Two year","Yes","Bank transfer (automatic)",114.85,8317.95,"No","Female",1,"Yes","No","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"1282","9531-NSBMR",36,"Yes","One year","Yes","Bank transfer (automatic)",19.25,679.8,"No","Female",0,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1283","6260-ONULR",1,"Yes","Month-to-month","Yes","Mailed check",62.8,62.8,"No","Male",0,"No","No","No","DSL","No","No","No","No","Yes","Yes"
"1284","4389-UEFCZ",72,"Yes","Two year","Yes","Electronic check",105.5,7544,"No","Female",0,"Yes","No","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes"
"1285","8711-LOBKY",59,"Yes","Two year","No","Mailed check",19.85,1188.25,"No","Male",0,"Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1286","9134-CEQMF",7,"Yes","Month-to-month","Yes","Electronic check",89.5,676.7,"Yes","Male",1,"Yes","No","No","Fiber optic","No","No","No","No","Yes","Yes"
"1287","8985-OOPOS",1,"Yes","One year","No","Credit card (automatic)",74.1,74.1,"No","Female",0,"No","No","No","DSL","No","No","Yes","Yes","Yes","Yes"
"1288","8800-ZKRFW",30,"Yes","Month-to-month","Yes","Electronic check",107.5,3242.5,"No","Female",0,"Yes","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"1289","2616-FLVQC",64,"Yes","Two year","No","Mailed check",19.55,1240.15,"No","Male",0,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1290","9968-FFVVH",63,"Yes","One year","No","Bank transfer (automatic)",68.8,4111.35,"No","Male",0,"No","No","Yes","DSL","Yes","Yes","Yes","Yes","No","No"
"1291","3108-PCCGG",72,"Yes","Two year","No","Credit card (automatic)",84.45,5899.85,"No","Male",1,"Yes","No","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes"
"1292","7993-PYKOF",8,"Yes","Month-to-month","No","Electronic check",75,632.95,"Yes","Male",0,"Yes","No","No","Fiber optic","Yes","No","No","No","No","No"
"1293","8390-FESFV",62,"Yes","Two year","No","Bank transfer (automatic)",84.5,5193.2,"No","Female",0,"No","No","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes"
"1294","3022-BEXHZ",67,"Yes","Two year","Yes","Bank transfer (automatic)",111.2,7530.8,"No","Male",0,"Yes","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"1295","5027-XWQHA",6,"Yes","Month-to-month","No","Electronic check",44.75,270.95,"Yes","Male",0,"No","No","No","DSL","No","No","No","No","No","No"
"1296","6248-TKCQV",70,"Yes","Two year","Yes","Bank transfer (automatic)",80.6,5460.2,"No","Female",0,"Yes","Yes","Yes","DSL","Yes","No","No","Yes","Yes","Yes"
"1297","6729-GDNGC",20,"Yes","Month-to-month","No","Bank transfer (automatic)",80.7,1614.2,"No","Female",1,"No","No","No","Fiber optic","No","No","No","No","Yes","No"
"1298","6198-ZFIOJ",5,"Yes","Month-to-month","No","Electronic check",75.6,402.5,"No","Female",0,"No","No","Yes","Fiber optic","No","No","No","No","No","No"
"1299","5989-OMNJE",24,"No","One year","No","Electronic check",57.6,1367.75,"No","Female",0,"Yes","Yes","No phone service","DSL","Yes","Yes","Yes","No","Yes","Yes"
"1300","4566-QVRRW",11,"Yes","Month-to-month","Yes","Electronic check",44.05,483.7,"Yes","Female",0,"Yes","No","No","DSL","No","No","No","No","No","No"
"1301","1291-CUOCY",72,"Yes","Two year","Yes","Credit card (automatic)",110.6,7962.2,"No","Male",0,"Yes","No","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"1302","9795-SHUHB",66,"Yes","Two year","Yes","Credit card (automatic)",58.2,3810.8,"No","Female",0,"Yes","Yes","No","DSL","Yes","Yes","No","Yes","No","No"
"1303","3230-IUALN",45,"Yes","Two year","Yes","Mailed check",81,3533.6,"No","Female",0,"Yes","Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes"
"1304","0042-RLHYP",69,"Yes","Two year","No","Bank transfer (automatic)",19.7,1396.9,"No","Female",0,"Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1305","8519-IMDHU",15,"Yes","Month-to-month","Yes","Bank transfer (automatic)",85.6,1345.55,"Yes","Male",1,"Yes","No","Yes","Fiber optic","No","No","No","No","No","Yes"
"1306","4945-RVMTE",28,"Yes","Month-to-month","Yes","Bank transfer (automatic)",59.55,1646.45,"No","Female",0,"No","No","No","DSL","No","No","Yes","No","Yes","No"
"1307","0201-OAMXR",70,"Yes","One year","No","Credit card (automatic)",115.55,8127.6,"Yes","Female",0,"No","No","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"1308","1866-NXPSP",36,"Yes","One year","Yes","Mailed check",75.55,2680.15,"No","Female",0,"No","No","No","DSL","Yes","Yes","Yes","Yes","No","Yes"
"1309","3372-KWFBM",16,"Yes","Month-to-month","Yes","Electronic check",86.6,1281,"Yes","Male",1,"No","No","Yes","Fiber optic","No","No","No","No","Yes","No"
"1310","7831-QGOXH",18,"Yes","Month-to-month","Yes","Electronic check",85.2,1553.9,"Yes","Female",0,"No","No","Yes","Fiber optic","No","No","No","No","Yes","No"
"1311","6393-WRYZE",34,"Yes","Month-to-month","Yes","Electronic check",97.65,3207.55,"Yes","Female",0,"Yes","No","Yes","Fiber optic","No","No","No","No","Yes","Yes"
"1312","3941-XTSKM",42,"No","One year","Yes","Credit card (automatic)",45.1,2049.05,"No","Male",0,"Yes","Yes","No phone service","DSL","No","Yes","Yes","No","No","Yes"
"1313","1661-CZBAU",48,"Yes","One year","Yes","Bank transfer (automatic)",70.95,3629.2,"No","Male",0,"No","No","Yes","DSL","Yes","No","No","Yes","No","Yes"
"1314","6599-RCLCJ",47,"Yes","Month-to-month","Yes","Electronic check",109.55,5124.55,"Yes","Male",0,"Yes","No","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"1315","9831-BPFRI",39,"Yes","One year","Yes","Electronic check",89.55,3474.45,"Yes","Female",0,"Yes","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No"
"1316","5158-RIVOP",11,"Yes","Two year","No","Credit card (automatic)",20.9,202.3,"No","Female",0,"Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1317","9788-YTFGE",7,"Yes","Month-to-month","Yes","Mailed check",19.95,147.5,"No","Male",0,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1318","9277-JOOMO",3,"Yes","Month-to-month","No","Mailed check",24.6,86.35,"No","Female",0,"No","No","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1319","1907-YLNYW",8,"Yes","Month-to-month","Yes","Electronic check",66.7,579,"No","Male",0,"No","No","No","DSL","Yes","No","Yes","No","No","Yes"
"1320","1725-MIMXW",1,"Yes","Month-to-month","Yes","Mailed check",19.45,19.45,"Yes","Male",0,"No","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1321","8947-YRTDV",32,"Yes","One year","No","Mailed check",94.8,3131.55,"No","Male",0,"Yes","Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes"
"1322","3161-ONRWK",60,"Yes","One year","Yes","Bank transfer (automatic)",65.85,3928.3,"No","Male",0,"Yes","Yes","No","DSL","Yes","Yes","Yes","Yes","No","No"
"1323","0114-RSRRW",10,"Yes","Month-to-month","Yes","Bank transfer (automatic)",19.95,187.75,"No","Female",0,"Yes","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1324","4565-NLZBV",71,"Yes","Two year","Yes","Bank transfer (automatic)",24.65,1710.15,"No","Female",0,"Yes","No","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1325","0031-PVLZI",4,"Yes","Month-to-month","No","Mailed check",20.35,76.35,"Yes","Female",0,"Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1326","7206-GZCDC",1,"Yes","Month-to-month","Yes","Electronic check",69.25,69.25,"Yes","Female",1,"No","No","No","Fiber optic","No","No","No","No","No","No"
"1327","6682-VCIXC",43,"No","One year","Yes","Bank transfer (automatic)",51.25,2151.6,"No","Female",0,"Yes","Yes","No phone service","DSL","Yes","Yes","No","Yes","Yes","No"
"1328","4791-QRGMF",59,"Yes","One year","Yes","Bank transfer (automatic)",99.5,5961.1,"Yes","Male",0,"Yes","No","Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
"1329","6475-VHUIZ",23,"Yes","Month-to-month","No","Electronic check",54.25,1221.55,"No","Female",0,"Yes","No","No","DSL","No","No","Yes","Yes","No","No"
"1330","3910-MRQOY",72,"Yes","Two year","No","Bank transfer (automatic)",19.4,1496.45,"No","Female",0,"Yes","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1331","0661-WCQNQ",22,"Yes","One year","Yes","Credit card (automatic)",56.25,1292.2,"No","Male",0,"Yes","No","No","DSL","Yes","No","No","Yes","No","No"
"1332","7537-RBWEA",1,"No","Month-to-month","Yes","Mailed check",25.15,25.15,"No","Female",0,"No","No","No phone service","DSL","No","No","No","No","No","No"
"1333","4656-CAURT",69,"Yes","Two year","No","Bank transfer (automatic)",23.95,1713.1,"No","Male",0,"No","No","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1334","0121-SNYRK",50,"No","One year","Yes","Mailed check",35.4,1748.9,"No","Male",0,"No","No","No phone service","DSL","Yes","No","No","Yes","No","No"
"1335","1768-ZAIFU",1,"No","Month-to-month","Yes","Electronic check",25.2,25.2,"Yes","Female",1,"No","No","No phone service","DSL","No","No","No","No","No","No"
"1336","4671-LXRDQ",2,"Yes","Month-to-month","Yes","Mailed check",45,96.45,"Yes","Male",0,"No","No","No","DSL","No","No","No","No","No","No"
"1337","3733-LSYCE",15,"Yes","Month-to-month","No","Bank transfer (automatic)",75.35,1114.55,"No","Female",0,"Yes","No","No","Fiber optic","No","Yes","No","No","No","No"
"1338","6265-FRMTQ",31,"Yes","Two year","No","Bank transfer (automatic)",20.4,609.1,"No","Male",0,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1339","1934-SJVJK",1,"Yes","Month-to-month","No","Mailed check",20.15,20.15,"Yes","Male",0,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1340","3838-OZURD",66,"Yes","Month-to-month","Yes","Credit card (automatic)",105,7133.25,"Yes","Male",0,"Yes","No","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"1341","1371-DWPAZ",0,"No","Two year","No","Credit card (automatic)",56.05,NA,"No","Female",0,"Yes","Yes","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","No"
"1342","9269-CQOOL",3,"Yes","Month-to-month","Yes","Credit card (automatic)",54.7,169.45,"Yes","Male",0,"No","Yes","No","DSL","No","No","No","No","Yes","No"
"1343","2017-CCBLH",8,"Yes","Two year","No","Mailed check",20,141.6,"No","Female",0,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1344","7690-KPNCU",64,"Yes","One year","Yes","Credit card (automatic)",73.05,4688.65,"No","Male",0,"Yes","Yes","No","DSL","Yes","No","Yes","No","Yes","Yes"
"1345","0536-BGFMZ",28,"Yes","Month-to-month","No","Mailed check",20.5,563.05,"No","Female",0,"Yes","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1346","2293-IJWPS",57,"Yes","One year","Yes","Credit card (automatic)",100.75,5985,"No","Female",0,"Yes","No","Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
"1347","2845-HSJCY",14,"Yes","Month-to-month","Yes","Electronic check",87.25,1258.6,"Yes","Female",0,"Yes","Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes"
"1348","5469-NUJUR",19,"Yes","Two year","Yes","Mailed check",19.95,373.5,"No","Male",0,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1349","1184-PJVDB",10,"Yes","Month-to-month","Yes","Electronic check",79.95,857.2,"Yes","Male",0,"Yes","No","No","Fiber optic","No","No","No","No","Yes","No"
"1350","2625-TRCZQ",51,"No","Month-to-month","Yes","Electronic check",49.65,2553.35,"No","Female",0,"Yes","No","No phone service","DSL","No","Yes","No","No","Yes","Yes"
"1351","4102-HLENU",67,"Yes","Two year","No","Mailed check",65.65,4322.85,"No","Female",0,"Yes","No","Yes","DSL","Yes","Yes","Yes","No","No","No"
"1352","7266-GSSJX",11,"Yes","Month-to-month","Yes","Electronic check",20.45,250.8,"No","Male",0,"Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1353","7722-VJRQD",72,"No","Two year","No","Bank transfer (automatic)",60.95,4549.05,"No","Male",0,"Yes","Yes","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes"
"1354","7073-QETQY",66,"Yes","One year","Yes","Electronic check",20.35,1359.5,"No","Male",0,"Yes","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1355","9415-DPEWS",18,"Yes","Month-to-month","Yes","Electronic check",88.35,1639.3,"Yes","Female",0,"No","No","Yes","Fiber optic","No","No","No","Yes","Yes","No"
"1356","5624-RYAMH",9,"Yes","Month-to-month","Yes","Electronic check",19.5,178.85,"No","Female",0,"No","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
